Data,Countries,Local,Industry Sector,Years of Experience,Age,Accident Level,Potential Accident Level,Genre,Employee ou Terceiro,Risco Critico
12/15/2016 0:00,Country_02,Local_05,Metals,8.5,22,I,III,Male,Employee,Others
12/15/2016 0:00,Country_01,Local_03,Mining,3,21,III,IV,Male,Third Party,Others
12/16/2016 0:00,Country_02,Local_08,Metals,0.7,20,I,II,Female,Third Party,Others
12/19/2016 0:00,Country_01,Local_04,Mining,3.4,44,I,III,Male,Employee,Others
12/23/2016 0:00,Country_01,Local_04,Mining,6.4,58,II,IV,Male,Third Party,Others
12/22/2016 0:00,Country_02,Local_05,Metals,0.8,60,I,II,Male,Third Party,Others
12/22/2016 0:00,Country_01,Local_01,Mining,3.7,47,I,IV,Male,Third Party,Others
12/23/2016 0:00,Country_01,Local_03,Mining,9,34,I,III,Male,Third Party,Others
12/26/2016 0:00,Country_01,Local_06,Metals,3.5,57,I,II,Male,Employee,Others
12/28/2016 0:00,Country_02,Local_05,Metals,0,59,I,IV,Male,Employee,Others
12/30/2016 0:00,Country_01,Local_04,Mining,3.6,27,IV,V,Male,Third Party,Others
12/31/2016 0:00,Country_01,Local_04,Mining,2.4,21,III,IV,Male,Third Party,Others
1/2/2017 0:00,Country_01,Local_06,Metals,9.4,42,I,II,Male,Third Party (Remote),Pressed
1/5/2017 0:00,Country_01,Local_01,Mining,0.2,26,I,IV,Male,Third Party,Projection
1/5/2017 0:00,Country_01,Local_03,Mining,6.9,45,I,III,Male,Employee,Others
1/6/2017 0:00,Country_02,Local_08,Metals,7,34,I,I,Male,Employee,Pressed
1/7/2017 0:00,Country_01,Local_04,Mining,0.8,33,I,IV,Male,Employee,Others
1/8/2017 0:00,Country_01,Local_06,Metals,3.4,25,III,III,Male,Employee,Cut
1/8/2017 0:00,Country_02,Local_05,Metals,7.6,24,II,IV,Male,Employee,Projection/Burning
1/9/2017 0:00,Country_01,Local_01,Mining,2.5,28,I,III,Male,Third Party,Others
1/9/2017 0:00,Country_01,Local_03,Mining,9.9,50,I,III,Male,Employee,Others
1/10/2017 0:00,Country_03,Local_10,Others,4.6,43,I,IV,Male,Third Party,Fall prevention
1/12/2017 0:00,Country_02,Local_08,Metals,1.4,47,I,II,Male,Third Party (Remote),Manual Tools
1/14/2017 0:00,Country_01,Local_03,Mining,9.8,45,I,IV,Male,Third Party,Projection
1/17/2017 0:00,Country_01,Local_03,Mining,3.4,50,I,III,Male,Employee,remains of choco
1/17/2017 0:00,Country_02,Local_08,Metals,7.7,55,I,IV,Male,Employee,Liquid Metal
1/17/2017 0:00,Country_02,Local_08,Metals,1.2,50,III,IV,Male,Employee,Others
1/20/2017 0:00,Country_01,Local_06,Metals,1.6,30,IV,IV,Male,Third Party (Remote),Fall prevention
1/20/2017 0:00,Country_01,Local_04,Mining,6.2,33,I,III,Male,Third Party,Manual Tools
1/21/2017 0:00,Country_02,Local_02,Mining,1.7,24,I,I,Male,Third Party (Remote),Others
1/21/2017 0:00,Country_02,Local_02,Mining,6.7,30,I,I,Male,Third Party (Remote),Others
1/23/2017 0:00,Country_01,Local_04,Mining,8.6,38,I,IV,Male,Third Party,remains of choco
1/24/2017 0:00,Country_02,Local_05,Metals,6.2,47,I,III,Male,Third Party (Remote),Fall
1/24/2017 0:00,Country_03,Local_10,Others,3.4,56,I,I,Male,Third Party,Venomous Animals
1/25/2017 0:00,Country_01,Local_03,Mining,1.1,41,V,VI,Male,Third Party,remains of choco
1/27/2017 0:00,Country_01,Local_04,Mining,4.5,32,II,III,Male,Third Party,Others
1/29/2017 0:00,Country_01,Local_01,Mining,5.4,34,I,III,Male,Third Party,Vehicles and Mobile Equipment
1/28/2017 0:00,Country_01,Local_01,Mining,4.2,37,I,III,Male,Employee,Vehicles and Mobile Equipment
1/31/2017 0:00,Country_02,Local_08,Metals,4.3,46,I,III,Male,Employee,Others
1/31/2017 0:00,Country_01,Local_01,Mining,8.5,44,I,IV,Male,Employee,Vehicles and Mobile Equipment
2/1/2017 0:00,Country_03,Local_10,Others,0.1,31,I,II,Male,Third Party,Projection/Choco
2/4/2017 0:00,Country_02,Local_02,Mining,7.7,28,I,III,Male,Employee,Manual Tools
2/5/2017 0:00,Country_03,Local_10,Others,0.3,36,I,II,Male,Employee,Others
2/7/2017 0:00,Country_01,Local_04,Mining,2.3,59,I,II,Male,Third Party,Others
2/7/2017 0:00,Country_01,Local_03,Mining,2.2,33,II,V,Male,Employee,remains of choco
2/8/2017 0:00,Country_01,Local_03,Mining,6.8,44,II,IV,Male,Third Party,Cut
2/8/2017 0:00,Country_02,Local_08,Metals,9.7,35,I,II,Female,Third Party,Others
2/8/2017 0:00,Country_02,Local_08,Metals,9.8,55,I,I,Male,Third Party (Remote),Pressed
2/8/2017 0:00,Country_01,Local_04,Mining,7.7,23,II,III,Male,Third Party,Cut
2/8/2017 0:00,Country_01,Local_06,Metals,0.7,30,I,III,Male,Employee,Machine Protection
2/9/2017 0:00,Country_01,Local_03,Mining,0.4,53,IV,V,Male,Third Party (Remote),Power lock
2/8/2017 0:00,Country_01,Local_06,Metals,9.8,33,I,I,Male,Third Party (Remote),Manual Tools
2/13/2017 0:00,Country_02,Local_08,Metals,6.8,55,II,III,Male,Employee,Pressed
2/13/2017 0:00,Country_02,Local_05,Metals,3.3,59,I,IV,Male,Employee,Projection
2/13/2017 0:00,Country_02,Local_05,Metals,5.1,35,III,IV,Male,Employee,Burn
2/14/2017 0:00,Country_01,Local_03,Mining,2.4,38,IV,V,Male,Third Party,Pressed
2/15/2017 0:00,Country_03,Local_10,Others,7.6,29,I,I,Male,Third Party,Venomous Animals
2/16/2017 0:00,Country_01,Local_03,Mining,0.9,34,I,II,Female,Third Party (Remote),Fall
2/17/2017 0:00,Country_01,Local_04,Mining,4.5,23,I,III,Male,Third Party,Projection/Manual Tools
2/17/2017 0:00,Country_01,Local_01,Mining,4.1,53,I,III,Male,Employee,Chemical substances
2/17/2017 0:00,Country_01,Local_01,Mining,7.1,37,I,IV,Male,Third Party,Projection
2/23/2017 0:00,Country_01,Local_04,Mining,2.8,57,IV,IV,Male,Third Party,Vehicles and Mobile Equipment
2/23/2017 0:00,Country_02,Local_07,Mining,1.7,33,I,III,Male,Third Party (Remote),Venomous Animals
2/25/2017 0:00,Country_01,Local_01,Mining,0.9,32,IV,IV,Male,Third Party (Remote),Fall
2/25/2017 0:00,Country_01,Local_01,Mining,8.5,50,I,III,Male,Employee,Projection
2/25/2017 0:00,Country_03,Local_10,Others,4.6,59,I,I,Male,Third Party,Venomous Animals
2/26/2017 0:00,Country_01,Local_01,Mining,4.5,36,I,III,Male,Third Party,Fall
2/26/2017 0:00,Country_02,Local_07,Mining,0.7,39,I,IV,Male,Employee,Fall prevention
2/27/2017 0:00,Country_01,Local_03,Mining,4.8,51,II,IV,Male,Third Party,remains of choco
2/27/2017 0:00,Country_02,Local_02,Mining,3.9,24,III,IV,Male,Employee,Others
3/1/2017 0:00,Country_01,Local_06,Metals,2,27,I,I,Male,Third Party (Remote),Others
3/2/2017 0:00,Country_03,Local_10,Others,5.5,31,I,I,Male,Third Party,Venomous Animals
3/2/2017 0:00,Country_03,Local_10,Others,9,25,I,I,Male,Third Party,Venomous Animals
3/2/2017 0:00,Country_03,Local_10,Others,8.3,21,I,I,Male,Third Party,Venomous Animals
3/4/2017 0:00,Country_02,Local_02,Mining,6,35,I,V,Male,Employee,Vehicles and Mobile Equipment
3/6/2017 0:00,Country_01,Local_04,Mining,4.8,30,I,III,Male,Third Party (Remote),Fall
3/8/2017 0:00,Country_03,Local_10,Others,0.6,56,I,I,Male,Third Party,Others
3/9/2017 0:00,Country_01,Local_03,Mining,5.8,57,I,V,Male,Third Party,Vehicles and Mobile Equipment
3/8/2017 0:00,Country_01,Local_01,Mining,1.6,55,V,V,Male,Third Party,Vehicles and Mobile Equipment
3/9/2017 0:00,Country_02,Local_05,Metals,1.7,60,I,III,Male,Third Party,Machine Protection
3/10/2017 0:00,Country_01,Local_03,Mining,1.6,28,II,IV,Male,Third Party,Individual protection equipment
3/15/2017 0:00,Country_03,Local_10,Others,7.5,55,I,I,Male,Third Party,Venomous Animals
3/15/2017 0:00,Country_03,Local_10,Others,9.1,30,I,I,Male,Third Party,Venomous Animals
3/15/2017 0:00,Country_02,Local_08,Metals,3,24,II,IV,Female,Employee,Chemical substances
3/18/2017 0:00,Country_01,Local_03,Mining,1,29,V,V,Male,Third Party (Remote),Power lock
3/22/2017 0:00,Country_01,Local_06,Metals,0.2,29,V,V,Male,Third Party (Remote),Power lock
3/25/2017 0:00,Country_01,Local_03,Mining,7.5,36,II,V,Male,Third Party,Vehicles and Mobile Equipment
3/25/2017 0:00,Country_03,Local_10,Others,4.8,57,I,I,Male,Employee,Others
3/31/2017 0:00,Country_02,Local_05,Metals,1.4,35,I,IV,Male,Third Party,Fall prevention
4/4/2017 0:00,Country_02,Local_05,Metals,9.8,28,I,III,Male,Employee,Chemical substances
4/5/2017 0:00,Country_02,Local_05,Metals,5.7,37,I,IV,Male,Employee,Suspended Loads
4/7/2017 0:00,Country_02,Local_02,Mining,5.5,42,I,III,Male,Third Party (Remote),Others
4/4/2017 0:00,Country_03,Local_10,Others,4,59,I,I,Male,Third Party,Venomous Animals
4/6/2017 0:00,Country_01,Local_06,Metals,2.9,57,I,II,Male,Third Party,Others
4/7/2017 0:00,Country_01,Local_03,Mining,6.4,37,I,IV,Male,Third Party,Fall prevention
4/10/2017 0:00,Country_02,Local_02,Mining,6.6,39,I,II,Male,Third Party,Chemical substances
4/8/2017 0:00,Country_03,Local_10,Others,9,31,I,I,Male,Third Party,Venomous Animals
4/11/2017 0:00,Country_01,Local_03,Mining,9,46,I,IV,Male,Third Party (Remote),Electrical Shock
4/11/2017 0:00,Country_01,Local_03,Mining,3.3,44,I,IV,Male,Third Party (Remote),Electrical Shock
4/11/2017 0:00,Country_02,Local_07,Mining,9.7,44,I,II,Male,Third Party (Remote),Others
4/13/2017 0:00,Country_01,Local_01,Mining,5.9,38,I,II,Male,Employee,Others
4/12/2017 0:00,Country_03,Local_10,Others,2.6,55,I,I,Male,Third Party,Venomous Animals
4/23/2017 0:00,Country_01,Local_04,Mining,2.8,26,I,III,Male,Third Party,Others
4/19/2017 0:00,Country_03,Local_10,Others,7.5,42,I,IV,Male,Third Party,Others
4/23/2017 0:00,Country_01,Local_06,Metals,5.6,43,I,II,Male,Third Party,Projection
4/25/2017 0:00,Country_03,Local_10,Others,2,31,I,I,Male,Third Party,Venomous Animals
4/25/2017 0:00,Country_02,Local_07,Mining,1.1,41,IV,V,Male,Employee,remains of choco
4/25/2017 0:00,Country_01,Local_01,Mining,1.8,23,IV,IV,Male,Employee,Pressed
4/24/2017 0:00,Country_01,Local_03,Mining,3.9,49,I,V,Male,Employee,Others
4/28/2017 0:00,Country_02,Local_05,Metals,7.1,26,I,II,Male,Employee,Others
4/29/2017 0:00,Country_02,Local_02,Mining,2.8,36,II,III,Male,Employee,Manual Tools
4/30/2017 0:00,Country_02,Local_05,Metals,9.8,26,I,II,Male,Employee,Others
5/5/2017 0:00,Country_02,Local_02,Mining,8.5,42,I,II,Male,Third Party (Remote),Others
5/6/2017 0:00,Country_01,Local_01,Mining,5.9,24,III,IV,Male,Third Party,Manual Tools
5/6/2017 0:00,Country_02,Local_07,Mining,1.2,29,IV,V,Male,Employee,Projection
5/6/2017 0:00,Country_02,Local_07,Mining,0.1,34,II,V,Male,Employee,Projection
5/10/2017 0:00,Country_01,Local_04,Mining,1.9,35,V,V,Male,Third Party,Fall
5/16/2017 0:00,Country_02,Local_05,Metals,7.2,52,I,III,Female,Third Party (Remote),Cut
5/16/2017 0:00,Country_01,Local_03,Mining,1.9,26,IV,IV,Male,Employee,Others
5/16/2017 0:00,Country_02,Local_12,Others,8.2,46,I,I,Male,Employee,Others
5/17/2017 0:00,Country_02,Local_07,Mining,6.3,36,I,I,Male,Employee,Cut
5/18/2017 0:00,Country_01,Local_06,Metals,3.6,46,IV,IV,Male,Third Party,Pressed
5/19/2017 0:00,Country_01,Local_06,Metals,4,49,I,II,Male,Employee,Projection
5/23/2017 0:00,Country_01,Local_04,Mining,4.4,26,I,IV,Male,Third Party,Projection of fragments
5/23/2017 0:00,Country_01,Local_04,Mining,7.4,47,I,IV,Male,Third Party,Projection of fragments
5/23/2017 0:00,Country_01,Local_03,Mining,2.4,56,I,IV,Male,Third Party,Others
5/30/2017 0:00,Country_02,Local_12,Others,0.9,28,I,II,Female,Employee,Others
6/4/2017 0:00,Country_02,Local_05,Metals,5.5,21,I,IV,Male,Employee,Others
6/9/2017 0:00,Country_01,Local_03,Mining,8.3,48,I,IV,Male,Third Party,Projection
6/9/2017 0:00,Country_01,Local_06,Metals,3.8,56,I,III,Male,Third Party,Fall
6/11/2017 0:00,Country_01,Local_04,Mining,6.3,58,I,II,Male,Third Party,Others
6/11/2017 0:00,Country_01,Local_04,Mining,2.8,53,I,II,Male,Employee,Pressed
6/11/2017 0:00,Country_01,Local_06,Metals,2.2,31,I,II,Male,Third Party,Cut
6/11/2017 0:00,Country_01,Local_01,Mining,7.6,55,I,IV,Male,Third Party,Others
6/14/2017 0:00,Country_02,Local_02,Mining,4.3,56,III,IV,Male,Third Party (Remote),Pressed
6/15/2017 0:00,Country_01,Local_03,Mining,6.9,38,I,IV,Male,Employee,Projection
6/17/2017 0:00,Country_01,Local_03,Mining,4.4,30,II,IV,Male,Third Party,Projection
6/18/2017 0:00,Country_01,Local_04,Mining,0.1,56,IV,IV,Male,Third Party,remains of choco
6/24/2017 0:00,Country_01,Local_01,Mining,0.4,35,II,III,Male,Employee,Others
6/20/2017 0:00,Country_01,Local_01,Mining,5.5,32,I,IV,Male,Employee,Others
6/20/2017 0:00,Country_01,Local_01,Mining,0.2,36,I,IV,Male,Third Party,Others
6/24/2017 0:00,Country_01,Local_03,Mining,6,40,I,II,Female,Third Party,Cut
6/23/2017 0:00,Country_02,Local_05,Metals,4.5,35,I,II,Male,Employee,Others
6/19/2017 0:00,Country_03,Local_10,Others,3.8,55,III,IV,Male,Third Party,Others
6/22/2017 0:00,Country_03,Local_10,Others,5.6,31,I,IV,Male,Employee,Others
6/22/2017 0:00,Country_03,Local_10,Others,2.4,49,I,I,Male,Employee,Venomous Animals
6/29/2017 0:00,Country_02,Local_02,Mining,6.7,48,I,III,Male,Employee,Pressed
7/4/2017 0:00,Country_01,Local_04,Mining,5.1,47,I,III,Male,Third Party,Others
7/4/2017 0:00,Country_01,Local_03,Mining,3.1,23,I,II,Female,Employee,Others
7/5/2017 0:00,Country_02,Local_09,Metals,7.7,60,I,II,Male,Employee,Venomous Animals
7/6/2017 0:00,Country_02,Local_05,Metals,1.7,33,I,II,Male,Employee,Cut
7/9/2017 0:00,Country_01,Local_04,Mining,8.1,45,I,II,Female,Third Party,Fall prevention (same level)
