Date,Cement (kg/m^3),Blast Furnace Slag (kg/m^3),Fly Ash (kg/m^3),Water (kg/m^3),Superplasticizer (kg/m^3),Coarse Aggregate (kg/m^3),Fine Aggregate (kg/m^3),Concrete compressive strength (MPa)
9/29/2024,475,0,0,162,9.5,1044,662,58.52
9/29/2024,285,190,0,163,7.6,1031,685,53.58
9/29/2024,356,119,0,160,9,1061,657,59
9/29/2024,275,180,120,162,10.4,830,765,76.24
9/29/2024,500,0,0,151,9,1033,655,69.84
10/24/2024,165,0,143.6,163.8,0,1005.6,900.9,14.4
10/24/2024,165,128.5,132.1,175.1,8.1,1005.8,746.6,19.42
10/24/2024,178,129.8,118.6,179.9,3.6,1007.3,746.8,20.73
10/24/2024,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14.94
10/24/2024,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,21.29
10/24/2024,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,23.08
10/24/2024,167,75.4,167,164,7.9,1007.3,770.1,15.52
10/24/2024,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,15.82
10/24/2024,190.3,0,125.2,166.6,9.9,1079,798.9,12.55
10/24/2024,250,0,95.7,191.8,5.3,948.9,857.2,8.49
10/24/2024,213.5,0,174.2,159.2,11.7,1043.6,771.9,15.61
10/24/2024,194.7,0,100.5,170.2,7.5,998,901.8,12.18
10/24/2024,251.4,0,118.3,192.9,5.8,1043.6,754.3,11.98
10/13/2024,165,0,143.6,163.8,0,1005.6,900.9,16.88
10/13/2024,165,128.5,132.1,175.1,8.1,1005.8,746.6,33.09
10/13/2024,178,129.8,118.6,179.9,3.6,1007.3,746.8,34.24
10/13/2024,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,31.81
10/13/2024,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,29.75
10/13/2024,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,33.01
10/13/2024,167,75.4,167,164,7.9,1007.3,770.1,32.9
10/13/2024,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,29.55
10/13/2024,190.3,0,125.2,166.6,9.9,1079,798.9,19.42
10/13/2024,250,0,95.7,191.8,5.3,948.9,857.2,24.66
10/13/2024,213.5,0,174.2,159.2,11.7,1043.6,771.9,29.59
10/13/2024,194.7,0,100.5,170.2,7.5,998,901.8,24.28
10/13/2024,251.4,0,118.3,192.9,5.8,1043.6,754.3,20.73
9/29/2024,165,0,143.6,163.8,0,1005.6,900.9,26.2
9/29/2024,165,128.5,132.1,175.1,8.1,1005.8,746.6,46.39
9/29/2024,178,129.8,118.6,179.9,3.6,1007.3,746.8,39.16
9/29/2024,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,41.2
9/29/2024,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,33.69
9/29/2024,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,38.2
9/29/2024,167,75.4,167,164,7.9,1007.3,770.1,41.41
9/29/2024,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,37.81
9/29/2024,190.3,0,125.2,166.6,9.9,1079,798.9,24.85
9/29/2024,250,0,95.7,191.8,5.3,948.9,857.2,27.22
9/29/2024,213.5,0,174.2,159.2,11.7,1043.6,771.9,44.64
9/29/2024,194.7,0,100.5,170.2,7.5,998,901.8,37.27
9/29/2024,251.4,0,118.3,192.9,5.8,1043.6,754.3,33.27
9/1/2024,165,0,143.6,163.8,0,1005.6,900.9,36.56
9/1/2024,165,128.5,132.1,175.1,8.1,1005.8,746.6,53.72
9/1/2024,178,129.8,118.6,179.9,3.6,1007.3,746.8,48.59
9/1/2024,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,51.72
9/1/2024,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,35.85
9/1/2024,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,53.77
9/1/2024,167,75.4,167,164,7.9,1007.3,770.1,53.46
9/1/2024,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,48.99
9/1/2024,190.3,0,125.2,166.6,9.9,1079,798.9,31.72
9/1/2024,250,0,95.7,191.8,5.3,948.9,857.2,39.64
9/1/2024,213.5,0,174.2,159.2,11.7,1043.6,771.9,51.26
9/1/2024,194.7,0,100.5,170.2,7.5,998,901.8,43.39
9/1/2024,251.4,0,118.3,192.9,5.8,1043.6,754.3,39.27
7/19/2024,165,0,143.6,163.8,0,1005.6,900.9,37.96
7/19/2024,165,128.5,132.1,175.1,8.1,1005.8,746.6,55.02
7/19/2024,178,129.8,118.6,179.9,3.6,1007.3,746.8,49.99
7/19/2024,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,53.66
7/19/2024,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,37.68
7/19/2024,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56.06
7/19/2024,167,75.4,167,164,7.9,1007.3,770.1,56.81
7/19/2024,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,50.94
7/19/2024,190.3,0,125.2,166.6,9.9,1079,798.9,33.56
7/19/2024,250,0,95.7,191.8,5.3,948.9,857.2,41.16
7/19/2024,213.5,0,174.2,159.2,11.7,1043.6,771.9,52.96
7/19/2024,194.7,0,100.5,170.2,7.5,998,901.8,44.28
7/19/2024,251.4,0,118.3,192.9,5.8,1043.6,754.3,40.15
9/29/2024,446,24,79,162,11.6,967,712,57.03
9/29/2024,446,24,79,162,11.6,967,712,44.42
9/29/2024,446,24,79,162,11.6,967,712,51.02
9/29/2024,446,24,79,162,10.3,967,712,53.39
10/24/2024,446,24,79,162,11.6,967,712,35.36
10/24/2024,446,24,79,162,11.6,967,712,25.02
10/24/2024,446,24,79,162,11.6,967,712,23.35
10/20/2024,446,24,79,162,11.6,967,712,52.01
10/20/2024,446,24,79,162,11.6,967,712,38.02
10/20/2024,446,24,79,162,11.6,967,712,39.3
9/1/2024,446,24,79,162,11.6,967,712,61.07
9/1/2024,446,24,79,162,11.6,967,712,56.14
9/1/2024,446,24,79,162,11.6,967,712,55.25
9/1/2024,446,24,79,162,10.3,967,712,54.77
9/29/2024,387,20,94,157,14.3,938,845,50.24
9/29/2024,387,20,94,157,13.9,938,845,46.68
9/29/2024,387,20,94,157,11.6,938,845,46.68
10/24/2024,387,20,94,157,14.3,938,845,22.75
10/24/2024,387,20,94,157,13.9,938,845,25.51
10/24/2024,387,20,94,157,11.6,938,845,34.77
10/20/2024,387,20,94,157,14.3,938,845,36.84
10/20/2024,387,20,94,157,13.9,938,845,45.9
10/20/2024,387,20,94,157,11.6,938,845,41.67
9/1/2024,387,20,94,157,14.3,938,845,56.34
9/1/2024,387,20,94,157,13.9,938,845,47.97
9/1/2024,387,20,94,157,11.6,938,845,61.46
9/29/2024,355,19,97,145,13.1,967,871,44.03
9/29/2024,355,19,97,145,12.3,967,871,55.45
9/29/2024,491,26,123,210,3.9,882,699,55.55
9/29/2024,491,26,123,201,3.9,822,699,57.92
10/24/2024,491,26,123,210,3.9,882,699,25.61
10/20/2024,491,26,123,210,3.9,882,699,33.49
9/1/2024,491,26,123,210,3.9,882,699,59.59
10/24/2024,491,26,123,201,3.9,822,699,29.55
10/20/2024,491,26,123,201,3.9,822,699,37.92
9/1/2024,491,26,123,201,3.9,822,699,61.86
9/29/2024,424,22,132,178,8.5,822,750,62.05
10/24/2024,424,22,132,178,8.5,882,750,32.01
9/29/2024,424,22,132,168,8.9,822,750,72.1
10/20/2024,424,22,132,178,8.5,822,750,39
9/1/2024,424,22,132,178,8.5,822,750,65.7
10/24/2024,424,22,132,168,8.9,822,750,32.11
10/20/2024,424,22,132,168,8.9,822,750,40.29
9/1/2024,424,22,132,168,8.9,822,750,74.36
9/29/2024,202,11,141,206,1.7,942,801,21.97
10/24/2024,202,11,141,206,1.7,942,801,9.85
10/20/2024,202,11,141,206,1.7,942,801,15.07
9/1/2024,202,11,141,206,1.7,942,801,23.25
9/29/2024,284,15,141,179,5.5,842,801,43.73
10/24/2024,284,15,141,179,5.5,842,801,13.4
10/20/2024,284,15,141,179,5.5,842,801,24.13
9/1/2024,284,15,141,179,5.5,842,801,44.52
9/29/2024,359,19,141,154,10.9,942,801,62.94
9/29/2024,359,19,141,154,10.9,942,801,59.49
10/24/2024,359,19,141,154,10.9,942,801,25.12
10/24/2024,359,19,141,154,10.9,942,801,23.64
10/20/2024,359,19,141,154,10.9,942,801,35.75
10/20/2024,359,19,141,154,10.9,942,801,38.61
9/1/2024,359,19,141,154,10.9,942,801,68.75
9/1/2024,359,19,141,154,10.9,942,801,66.78
9/29/2024,436,0,0,218,0,838.4,719.7,23.85
7/29/2024,289,0,0,192,0,913.2,895.3,32.07
10/24/2024,289,0,0,192,0,913.2,895.3,11.65
10/24/2024,393,0,0,192,0,940.6,785.6,19.2
7/29/2024,393,0,0,192,0,940.6,785.6,48.85
9/29/2024,393,0,0,192,0,940.6,785.6,39.6
9/29/2024,480,0,0,192,0,936.2,712.2,43.94
10/20/2024,480,0,0,192,0,936.2,712.2,34.57
7/29/2024,480,0,0,192,0,936.2,712.2,54.32
10/24/2024,480,0,0,192,0,936.2,712.2,24.4
10/24/2024,333,0,0,192,0,931.2,842.6,15.62
7/29/2024,255,0,0,192,0,889.8,945,21.86
10/20/2024,255,0,0,192,0,889.8,945,10.22
10/20/2024,289,0,0,192,0,913.2,895.3,14.6
9/29/2024,255,0,0,192,0,889.8,945,18.75
9/29/2024,333,0,0,192,0,931.2,842.6,31.97
10/20/2024,333,0,0,192,0,931.2,842.6,23.4
9/29/2024,289,0,0,192,0,913.2,895.3,25.57
7/29/2024,333,0,0,192,0,931.2,842.6,41.68
10/20/2024,393,0,0,192,0,940.6,785.6,27.74
10/24/2024,255,0,0,192,0,889.8,945,8.2
10/20/2024,158.8,238.2,0,185.7,0,1040.6,734.3,9.62
10/20/2024,239.6,359.4,0,185.7,0,941.6,664.3,25.42
10/20/2024,238.2,158.8,0,185.7,0,1040.6,734.3,15.69
9/29/2024,181.9,272.8,0,185.7,0,1012.4,714.3,27.94
9/29/2024,193.5,290.2,0,185.7,0,998.2,704.3,32.63
10/20/2024,255.5,170.3,0,185.7,0,1026.6,724.3,17.24
10/20/2024,272.8,181.9,0,185.7,0,1012.4,714.3,19.77
9/29/2024,239.6,359.4,0,185.7,0,941.6,664.3,39.44
9/29/2024,220.8,147.2,0,185.7,0,1055,744.3,25.75
9/29/2024,397,0,0,185.7,0,1040.6,734.3,33.08
10/20/2024,382.5,0,0,185.7,0,1047.8,739.3,24.07
10/20/2024,210.7,316.1,0,185.7,0,977,689.3,21.82
9/29/2024,158.8,238.2,0,185.7,0,1040.6,734.3,21.07
10/20/2024,295.8,0,0,185.7,0,1091.4,769.3,14.84
9/29/2024,255.5,170.3,0,185.7,0,1026.6,724.3,32.05
10/20/2024,203.5,135.7,0,185.7,0,1076.2,759.3,11.96
10/20/2024,397,0,0,185.7,0,1040.6,734.3,25.45
9/29/2024,381.4,0,0,185.7,0,1104.6,784.3,22.49
9/29/2024,295.8,0,0,185.7,0,1091.4,769.3,25.22
9/29/2024,228,342.1,0,185.7,0,955.8,674.3,39.7
10/20/2024,220.8,147.2,0,185.7,0,1055,744.3,13.09
9/29/2024,316.1,210.7,0,185.7,0,977,689.3,38.7
10/20/2024,135.7,203.5,0,185.7,0,1076.2,759.3,7.51
9/29/2024,238.1,0,0,185.7,0,1118.8,789.3,17.58
10/20/2024,339.2,0,0,185.7,0,1069.2,754.3,21.18
9/29/2024,135.7,203.5,0,185.7,0,1076.2,759.3,18.2
10/20/2024,193.5,290.2,0,185.7,0,998.2,704.3,17.2
9/29/2024,203.5,135.7,0,185.7,0,1076.2,759.3,22.63
10/20/2024,290.2,193.5,0,185.7,0,998.2,704.3,21.86
10/20/2024,181.9,272.8,0,185.7,0,1012.4,714.3,12.37
9/29/2024,170.3,155.5,0,185.7,0,1026.6,724.3,25.73
9/29/2024,210.7,316.1,0,185.7,0,977,689.3,37.81
10/20/2024,228,342.1,0,185.7,0,955.8,674.3,21.92
9/29/2024,290.2,193.5,0,185.7,0,998.2,704.3,33.04
10/20/2024,381.4,0,0,185.7,0,1104.6,784.3,14.54
9/29/2024,238.2,158.8,0,185.7,0,1040.6,734.3,26.91
10/20/2024,186.2,124.1,0,185.7,0,1083.4,764.3,8
9/29/2024,339.2,0,0,185.7,0,1069.2,754.3,31.9
10/20/2024,238.1,0,0,185.7,0,1118.8,789.3,10.34
9/29/2024,252.5,0,0,185.7,0,1111.6,784.3,19.77
9/29/2024,382.5,0,0,185.7,0,1047.8,739.3,37.44
10/20/2024,252.5,0,0,185.7,0,1111.6,784.3,11.48
10/20/2024,316.1,210.7,0,185.7,0,977,689.3,24.44
9/29/2024,186.2,124.1,0,185.7,0,1083.4,764.3,17.6
10/20/2024,170.3,155.5,0,185.7,0,1026.6,724.3,10.73
9/29/2024,272.8,181.9,0,185.7,0,1012.4,714.3,31.38
10/24/2024,339,0,0,197,0,968,781,13.22
10/20/2024,339,0,0,197,0,968,781,20.97
10/13/2024,339,0,0,197,0,968,781,27.04
9/29/2024,339,0,0,197,0,968,781,32.04
7/29/2024,339,0,0,197,0,968,781,35.17
4/30/2024,339,0,0,197,0,968,781,36.45
10/28/2023,339,0,0,197,0,968,781,38.89
10/24/2024,236,0,0,194,0,968,885,6.47
10/13/2024,236,0,0,194,0,968,885,12.84
9/29/2024,236,0,0,194,0,968,885,18.42
7/29/2024,236,0,0,194,0,968,885,21.95
4/30/2024,236,0,0,193,0,968,885,24.1
10/28/2023,236,0,0,193,0,968,885,25.08
10/13/2024,277,0,0,191,0,968,856,21.26
9/29/2024,277,0,0,191,0,968,856,25.97
10/24/2024,277,0,0,191,0,968,856,11.36
7/29/2024,277,0,0,191,0,968,856,31.25
4/30/2024,277,0,0,191,0,968,856,32.33
11/2/2023,277,0,0,191,0,968,856,33.7
10/24/2024,254,0,0,198,0,968,863,9.31
7/29/2024,254,0,0,198,0,968,863,26.94
4/30/2024,254,0,0,198,0,968,863,27.63
10/28/2023,254,0,0,198,0,968,863,29.79
4/30/2024,307,0,0,193,0,968,812,34.49
10/28/2023,307,0,0,193,0,968,812,36.15
10/24/2024,307,0,0,193,0,968,812,12.54
9/29/2024,307,0,0,193,0,968,812,27.53
7/29/2024,307,0,0,193,0,968,812,32.92
10/20/2024,236,0,0,193,0,968,885,9.99
10/20/2024,200,0,0,180,0,1125,845,7.84
9/29/2024,200,0,0,180,0,1125,845,12.25
10/20/2024,225,0,0,181,0,1113,833,11.17
9/29/2024,225,0,0,181,0,1113,833,17.34
10/20/2024,325,0,0,184,0,1063,783,17.54
9/29/2024,325,0,0,184,0,1063,783,30.57
10/20/2024,275,0,0,183,0,1088,808,14.2
9/29/2024,275,0,0,183,0,1088,808,24.5
10/20/2024,300,0,0,184,0,1075,795,15.58
9/29/2024,300,0,0,184,0,1075,795,26.85
10/20/2024,375,0,0,186,0,1038,758,26.06
9/29/2024,375,0,0,186,0,1038,758,38.21
9/29/2024,400,0,0,187,0,1025,745,43.7
10/20/2024,400,0,0,187,0,1025,745,30.14
10/20/2024,250,0,0,182,0,1100,820,12.73
9/29/2024,250,0,0,182,0,1100,820,20.87
10/20/2024,350,0,0,186,0,1050,770,20.28
9/29/2024,350,0,0,186,0,1050,770,34.29
10/20/2024,203.5,305.3,0,203.5,0,963.4,630,19.54
7/29/2024,250.2,166.8,0,203.5,0,977.6,694.1,47.71
7/29/2024,157,236,0,192,0,935.4,781.2,43.38
9/29/2024,141.3,212,0,203.5,0,971.8,748.5,29.89
10/24/2024,166.8,250.2,0,203.5,0,975.6,692.6,6.9
7/29/2024,122.6,183.9,0,203.5,0,958.2,800.1,33.19
10/24/2024,183.9,122.6,0,203.5,0,959.2,800,4.9
10/24/2024,102,153,0,192,0,887,942,4.57
7/29/2024,102,153,0,192,0,887,942,25.46
9/29/2024,122.6,183.9,0,203.5,0,958.2,800.1,24.29
9/29/2024,166.8,250.2,0,203.5,0,975.6,692.6,33.95
10/24/2024,200,133,0,192,0,965.4,806.2,11.41
9/29/2024,108.3,162.4,0,203.5,0,938.2,849,20.59
10/20/2024,305.3,203.5,0,203.5,0,965.4,631,25.89
7/29/2024,108.3,162.4,0,203.5,0,938.2,849,29.23
7/29/2024,116,173,0,192,0,909.8,891.9,31.02
10/20/2024,141.3,212,0,203.5,0,971.8,748.5,10.39
9/29/2024,157,236,0,192,0,935.4,781.2,33.66
9/29/2024,133,200,0,192,0,927.4,839.2,27.87
10/20/2024,250.2,166.8,0,203.5,0,977.6,694.1,19.35
10/20/2024,173,116,0,192,0,946.8,856.8,11.39
10/24/2024,192,288,0,192,0,929.8,716.1,12.79
9/29/2024,192,288,0,192,0,929.8,716.1,39.32
10/24/2024,153,102,0,192,0,888,943.1,4.78
10/24/2024,288,192,0,192,0,932,717.8,16.11
9/29/2024,305.3,203.5,0,203.5,0,965.4,631,43.38
10/20/2024,236,157,0,192,0,972.6,749.1,20.42
10/24/2024,173,116,0,192,0,946.8,856.8,6.94
10/20/2024,212,141.3,0,203.5,0,973.4,750,15.03
10/24/2024,236,157,0,192,0,972.6,749.1,13.57
7/29/2024,183.9,122.6,0,203.5,0,959.2,800,32.53
10/20/2024,166.8,250.2,0,203.5,0,975.6,692.6,15.75
10/20/2024,102,153,0,192,0,887,942,7.68
9/29/2024,288,192,0,192,0,932,717.8,38.8
9/29/2024,212,141.3,0,203.5,0,973.4,750,33
9/29/2024,102,153,0,192,0,887,942,17.28
9/29/2024,173,116,0,192,0,946.8,856.8,24.28
9/29/2024,183.9,122.6,0,203.5,0,959.2,800,24.05
7/29/2024,133,200,0,192,0,927.4,839.2,36.59
7/29/2024,192,288,0,192,0,929.8,716.1,50.73
10/20/2024,133,200,0,192,0,927.4,839.2,13.66
10/24/2024,305.3,203.5,0,203.5,0,965.4,631,14.14
7/29/2024,236,157,0,192,0,972.6,749.1,47.78
10/24/2024,108.3,162.4,0,203.5,0,938.2,849,2.33
10/20/2024,157,236,0,192,0,935.4,781.2,16.89
10/20/2024,288,192,0,192,0,932,717.8,23.52
10/24/2024,212,141.3,0,203.5,0,973.4,750,6.81
7/29/2024,212,141.3,0,203.5,0,973.4,750,39.7
9/29/2024,153,102,0,192,0,888,943.1,17.96
9/29/2024,236,157,0,192,0,972.6,749.1,32.88
9/29/2024,116,173,0,192,0,909.8,891.9,22.35
10/20/2024,183.9,122.6,0,203.5,0,959.2,800,10.79
10/20/2024,108.3,162.4,0,203.5,0,938.2,849,7.72
9/29/2024,203.5,305.3,0,203.5,0,963.4,630,41.68
10/24/2024,203.5,305.3,0,203.5,0,963.4,630,9.56
10/24/2024,133,200,0,192,0,927.4,839.2,6.88
7/29/2024,288,192,0,192,0,932,717.8,50.53
10/20/2024,200,133,0,192,0,965.4,806.2,17.17
9/29/2024,200,133,0,192,0,965.4,806.2,30.44
10/24/2024,250.2,166.8,0,203.5,0,977.6,694.1,9.73
10/24/2024,122.6,183.9,0,203.5,0,958.2,800.1,3.32
7/29/2024,153,102,0,192,0,888,943.1,26.32
7/29/2024,200,133,0,192,0,965.4,806.2,43.25
10/24/2024,116,173,0,192,0,909.8,891.9,6.28
7/29/2024,173,116,0,192,0,946.8,856.8,32.1
9/29/2024,250.2,166.8,0,203.5,0,977.6,694.1,36.96
7/29/2024,305.3,203.5,0,203.5,0,965.4,631,54.6
10/20/2024,192,288,0,192,0,929.8,716.1,21.48
10/24/2024,157,236,0,192,0,935.4,781.2,9.69
10/20/2024,153,102,0,192,0,888,943.1,8.37
7/29/2024,141.3,212,0,203.5,0,971.8,748.5,39.66
10/20/2024,116,173,0,192,0,909.8,891.9,10.09
10/24/2024,141.3,212,0,203.5,0,971.8,748.5,4.83
10/20/2024,122.6,183.9,0,203.5,0,958.2,800.1,10.35
7/29/2024,166.8,250.2,0,203.5,0,975.6,692.6,43.57
7/29/2024,203.5,305.3,0,203.5,0,963.4,630,51.86
10/24/2024,310,0,0,192,0,1012,830,11.85
10/20/2024,310,0,0,192,0,1012,830,17.24
9/29/2024,310,0,0,192,0,1012,830,27.83
7/29/2024,310,0,0,192,0,1012,830,35.76
6/29/2024,310,0,0,192,0,1012,830,38.7
10/24/2024,331,0,0,192,0,1025,821,14.31
10/20/2024,331,0,0,192,0,1025,821,17.44
9/29/2024,331,0,0,192,0,1025,821,31.74
7/29/2024,331,0,0,192,0,1025,821,37.91
6/29/2024,331,0,0,192,0,1025,821,39.38
10/24/2024,349,0,0,192,0,1056,809,15.87
10/20/2024,349,0,0,192,0,1056,809,9.01
9/29/2024,349,0,0,192,0,1056,809,33.61
7/29/2024,349,0,0,192,0,1056,809,40.66
6/29/2024,349,0,0,192,0,1056,809,40.86
10/20/2024,238,0,0,186,0,1119,789,12.05
9/29/2024,238,0,0,186,0,1119,789,17.54
10/20/2024,296,0,0,186,0,1090,769,18.91
9/29/2024,296,0,0,186,0,1090,769,25.18
10/20/2024,297,0,0,186,0,1040,734,30.96
9/29/2024,480,0,0,192,0,936,721,43.89
7/29/2024,480,0,0,192,0,936,721,54.28
9/29/2024,397,0,0,186,0,1040,734,36.94
10/20/2024,281,0,0,186,0,1104,774,14.5
9/29/2024,281,0,0,185,0,1104,774,22.44
10/26/2024,500,0,0,200,0,1125,613,12.64
10/24/2024,500,0,0,200,0,1125,613,26.06
10/20/2024,500,0,0,200,0,1125,613,33.21
10/13/2024,500,0,0,200,0,1125,613,36.94
9/29/2024,500,0,0,200,0,1125,613,44.09
10/20/2024,540,0,0,173,0,1125,613,52.61
10/13/2024,540,0,0,173,0,1125,613,59.76
9/29/2024,540,0,0,173,0,1125,613,67.31
7/29/2024,540,0,0,173,0,1125,613,69.66
4/30/2024,540,0,0,173,0,1125,613,71.62
1/31/2024,540,0,0,173,0,1125,613,74.17
10/20/2024,350,0,0,203,0,974,775,18.13
10/13/2024,350,0,0,203,0,974,775,22.53
9/29/2024,350,0,0,203,0,974,775,27.34
9/1/2024,350,0,0,203,0,974,775,29.98
7/29/2024,350,0,0,203,0,974,775,31.35
4/30/2024,350,0,0,203,0,974,775,32.72
10/26/2024,385,0,0,186,0,966,763,6.27
10/24/2024,385,0,0,186,0,966,763,14.7
10/20/2024,385,0,0,186,0,966,763,23.22
10/13/2024,385,0,0,186,0,966,763,27.92
9/29/2024,385,0,0,186,0,966,763,31.35
4/30/2024,331,0,0,192,0,978,825,39
11/2/2023,331,0,0,192,0,978,825,41.24
10/24/2024,349,0,0,192,0,1047,806,14.99
10/24/2024,331,0,0,192,0,978,825,13.52
10/20/2024,382,0,0,186,0,1047,739,24
9/29/2024,382,0,0,186,0,1047,739,37.42
10/20/2024,382,0,0,186,0,1111,784,11.47
9/29/2024,281,0,0,186,0,1104,774,22.44
10/20/2024,339,0,0,185,0,1069,754,21.16
9/29/2024,339,0,0,185,0,1069,754,31.84
10/20/2024,295,0,0,185,0,1069,769,14.8
9/29/2024,295,0,0,185,0,1069,769,25.18
9/29/2024,238,0,0,185,0,1118,789,17.54
10/20/2024,296,0,0,192,0,1085,765,14.2
9/29/2024,296,0,0,192,0,1085,765,21.65
7/29/2024,296,0,0,192,0,1085,765,29.39
10/24/2024,331,0,0,192,0,879,825,13.52
10/20/2024,331,0,0,192,0,978,825,16.26
9/29/2024,331,0,0,192,0,978,825,31.45
7/29/2024,331,0,0,192,0,978,825,37.23
10/20/2024,349,0,0,192,0,1047,806,18.13
9/29/2024,349,0,0,192,0,1047,806,32.72
7/29/2024,349,0,0,192,0,1047,806,39.49
4/30/2024,349,0,0,192,0,1047,806,41.05
11/2/2023,349,0,0,192,0,1047,806,42.13
10/13/2024,302,0,0,203,0,974,817,18.13
4/30/2024,302,0,0,203,0,974,817,26.74
4/30/2024,525,0,0,189,0,1125,613,61.92
7/29/2024,500,0,0,200,0,1125,613,47.22
4/30/2024,500,0,0,200,0,1125,613,51.04
1/31/2024,500,0,0,200,0,1125,613,55.16
10/24/2024,540,0,0,173,0,1125,613,41.64
10/20/2024,252,0,0,185,0,1111,784,13.71
9/29/2024,252,0,0,185,0,1111,784,19.69
9/29/2024,339,0,0,185,0,1060,754,31.65
10/24/2024,393,0,0,192,0,940,758,19.11
9/29/2024,393,0,0,192,0,940,758,39.58
7/29/2024,393,0,0,192,0,940,758,48.79
10/20/2024,382,0,0,185,0,1047,739,24
9/29/2024,382,0,0,185,0,1047,739,37.42
10/20/2024,252,0,0,186,0,1111,784,11.47
9/29/2024,252,0,0,185,0,1111,784,19.69
10/20/2024,310,0,0,192,0,970,850,14.99
9/29/2024,310,0,0,192,0,970,850,27.92
7/29/2024,310,0,0,192,0,970,850,34.68
4/30/2024,310,0,0,192,0,970,850,37.33
11/2/2023,310,0,0,192,0,970,850,38.11
10/24/2024,525,0,0,189,0,1125,613,33.8
10/20/2024,525,0,0,189,0,1125,613,42.42
10/13/2024,525,0,0,189,0,1125,613,48.4
9/29/2024,525,0,0,189,0,1125,613,55.94
7/29/2024,525,0,0,189,0,1125,613,58.78
1/31/2024,525,0,0,189,0,1125,613,67.11
10/13/2024,322,0,0,203,0,974,800,20.77
9/29/2024,322,0,0,203,0,974,800,25.18
4/30/2024,322,0,0,203,0,974,800,29.59
9/29/2024,302,0,0,203,0,974,817,21.75
9/29/2024,397,0,0,185,0,1040,734,39.09
10/24/2024,480,0,0,192,0,936,721,24.39
10/20/2024,522,0,0,146,0,896,896,50.51
9/29/2024,522,0,0,146,0,896,896,74.99
9/29/2024,273,105,82,210,9,904,680,37.17
9/29/2024,162,190,148,179,19,838,741,33.76
9/29/2024,154,144,112,220,10,923,658,16.5
9/29/2024,147,115,89,202,9,860,829,19.99
9/29/2024,152,178,139,168,18,944,695,36.35
9/29/2024,310,143,111,168,22,914,651,33.69
9/29/2024,144,0,175,158,18,943,844,15.42
9/29/2024,304,140,0,214,6,895,722,33.42
9/29/2024,374,0,0,190,7,1013,730,39.05
9/29/2024,159,149,116,175,15,953,720,27.68
9/29/2024,153,239,0,200,6,1002,684,26.86
9/29/2024,310,143,0,168,10,914,804,45.3
9/29/2024,305,0,100,196,10,959,705,30.12
9/29/2024,151,0,184,167,12,991,772,15.57
9/29/2024,142,167,130,174,11,883,785,44.61
9/29/2024,298,137,107,201,6,878,655,53.52
9/29/2024,321,164,0,190,5,870,774,57.21
9/29/2024,366,187,0,191,7,824,757,65.91
9/29/2024,280,129,100,172,9,825,805,52.82
9/29/2024,252,97,76,194,8,835,821,33.4
9/29/2024,165,0,150,182,12,1023,729,18.03
9/29/2024,156,243,0,180,11,1022,698,37.36
9/29/2024,160,188,146,203,11,829,710,32.84
9/29/2024,298,0,107,186,6,879,815,42.64
9/29/2024,318,0,126,210,6,861,737,40.06
9/29/2024,287,121,94,188,9,904,696,41.94
9/29/2024,326,166,0,174,9,882,790,61.23
9/29/2024,356,0,142,193,11,801,778,40.87
9/29/2024,132,207,161,179,5,867,736,33.3
9/29/2024,322,149,0,186,8,951,709,52.42
9/29/2024,164,0,200,181,13,849,846,15.09
9/29/2024,314,0,113,170,10,925,783,38.46
9/29/2024,321,0,128,182,11,870,780,37.26
9/29/2024,140,164,128,237,6,869,656,35.23
9/29/2024,288,121,0,177,7,908,829,42.13
9/29/2024,298,0,107,210,11,880,744,31.87
9/29/2024,265,111,86,195,6,833,790,41.54
9/29/2024,160,250,0,168,12,1049,688,39.45
9/29/2024,166,260,0,183,13,859,827,37.91
9/29/2024,276,116,90,180,9,870,768,44.28
9/29/2024,322,0,116,196,10,818,813,31.18
9/29/2024,149,139,109,193,6,892,780,23.69
9/29/2024,159,187,0,176,11,990,789,32.76
9/29/2024,261,100,78,201,9,864,761,32.4
9/29/2024,237,92,71,247,6,853,695,28.63
9/29/2024,313,0,113,178,8,1002,689,36.8
9/29/2024,155,183,0,193,9,1047,697,18.28
9/29/2024,146,230,0,202,3,827,872,33.06
